Gene	Length
n-R5s117	119
n-R5s118	119
n-R5s119	119
n-R5s120	119
n-R5s121	119
n-R5s122	119
n-R5s123	119
n-R5s124	119
n-R5s125	119
Gm24312	119
n-R5s127	119
n-R5s128	119
n-R5s129	119
n-R5s130	119
n-R5s131	119
Gm26391	119
n-R5s133	119
n-R5s134	119
Rn5s	119
n-R5s136	119
Gm24089	109
n-R5s138	119
n-R5s139	119
Gm22109	119
n-R5s141	119
n-R5s142	119
n-R5s143	119
n-R5s144	119
Gm25212	119
n-R5s146	119
Gm22291	119
Gm23284	119
n-R5s149	119
Gm23647	109
Rhou	3806
Gm45781	539
6030466F02Rik	1434
4732419C18Rik	3536
Gm45866	326
Gm45865	945
Rab4a	1757
2810455O05Rik	1691
Ccsap	2767
Gm4342	367
Acta1	1536
Gm29773	1895
Nup133	7029
Gm45890	1863
Abcb10	4306
Taf5l	3570
Gm17827	742
Urb2	6153
Mir1967	82
Gm45732	586
Gm3889	612
Galnt2	4282
1810008B01Rik	829
Gm15775	538
Gm24459	86
Pgbd5	4197
Cog2	4778
Agt	1891
Capn9	2414
2310022B05Rik	3307
Ttc13	10286
Arv1	1652
Fam89a	1338
Gm9172	954
Gm45856	416
Trim67	8744
Gm16163	1119
2810004N23Rik	6324
Gnpat	3587
Exoc8	4598
Sprtn	4711
Gm45709	1075
Egln1	3594
Tsnax	3917
Gm45874	346
Disc1	3804
Gm22197	58
Gm16237	1319
Sipa1l2	9617
4930567H12Rik	2010
Map10	3542
Ntpcr	2673
Pcnx2	9574
A730098A19Rik	978
Map3k21	5693
Kcnk1	2235
Gm45875	781
Gm45876	2709
Slc35f3	3348
Coa6	747
Tarbp1	6383
Gm6091	165
Gm26759	1251
Irf2bp2	5080
Gm45805	2066
Gm31718	1827
A630001O12Rik	2182
Tomm20	4906
Gm26397	134
Rbm34	4970
Gm38574	640
Gm5358	353
Gm22730	171
Pard3	14849
Gm6921	435
Gm22968	118
Mir21c	78
Nrp1	9785
Mir1903	80
Gm9204	947
Gm26002	107
Gm45746	2447
Itgb1	4081
Ccdc7a	6578
Gm3952	573
Gm26100	127
Gm22545	132
Ccdc7b	2272
Gm22374	132
Gm10999	207
2610044O15Rik8	3859
Gm21399	597
Gm32856	4824
Gm10722	651
Gm11168	1892
Gm10721	669
Gm10720	669
Gm10719	1800
Gm10718	681
Gm10717	3856
Gm17535	672
Gm10715	935
Mir101c	75
4930433N12Rik	1533
Gm32390	1172
Gm7344	1222
Gm31138	1705
Olfr369-ps1	836
Gm27679	84
Alkbh8	8740
Gm24918	130
Gm23275	104
Cwf19l2	10536
Gm5362	3085
Gucy1a2	6650
Gm5363	938
Gm45860	334
Gm22195	108
Aasdhppt	2847
Kbtbd3	2336
Gm23992	67
Msantd4	4647
Gria4	6305
Gm23811	84
Gm7390	1216
Gm24896	135
Casp1	3136
Casp4	3710
Casp12	3840
Gm48506	255
Gm6015	1586
Gm48640	226
Gm9662	1206
Pdgfd	3154
Ddi1	7114
Gm21089	325
Gm48674	279
Gm23097	105
Gm48675	577
Dync2h1	16348
Dcun1d5	3077
Gm47741	226
Mmp13	2673
Mmp12	7237
Mmp1b	1449
Mmp3	1801
Mmp1a	2024
Mmp10	1722
Mmp8	2425
Mmp27	2210
Gm47616	147
Mmp20	3287
AV064505	522
Gm19212	862
Mmp7	1068
Cbx3-ps8	548
Gm10709	480
Tmem123	3109
Mir5618	51
Birc2	4580
Birc3	5009
Yap1	9257
Gm20416	484
Gm45494	545
Cfap300	1592
Cep126	5752
Gm19324	1169
Gm7495	426
1700128F08Rik	1625
Mir1899	96
Gm47517	215
Trpc6	5066
Gm32014	8900
Pgr	8546
Gm16485	3983
Arhgap42	7215
Gm16833	672
Gm22815	62
Gm46102	731
Gm47333	302
Gm47334	456
Cntn5	4531
Gm26195	101
Mir6237	91
Gm24496	110
Gm25086	110
Gm46103	341
Gm7529	1897
Gm32710	618
Gm18488	364
Gm47001	269
Gm47002	1082
Gm47029	267
Gm18934	1044
Gm47034	681
Gm18160	827
Gm47035	255
Gm47037	2597
Gm29785	383
Gm25365	121
Gm7570	698
Gm21070	985
4930568E12Rik	795
Gm47051	1020
Jrkl	3223
Ccdc82	9835
Gm26189	107
Maml2	6598
Gm47087	4233
Phxr4	1391
Gm17571	90
Gm47089	166
Gm22643	101
Gm47105	356
Mtmr2	4913
Cep57	4180
Fam76b	4667
Gm7588	571
Gm47535	1522
Gm47557	1833
1700019J19Rik	5324
Gm47559	498
Gm47564	403
Gm47565	386
Gm34069	2441
Sesn3	15269
Gm47326	401
Endod1	4645
Gm47321	878
Gm47319	624
Gm47318	91
Gm47317	85
Kdm4dl	1187
Kdm4d	2861
Cwc15	1571
Gm47090	672
Amotl1	10064
4930584E12Rik	981
Gm34263	472
Gm7607	518
Gm19790	251
Gm18997	822
Piwil4	5385
Gm10706	1960
Gm15586	528
Fut4	4074
1700012B09Rik	819
Ankrd49	5239
Mre11a	5927
Gm47154	267
Gm16379	348
Gm16302	428
Gpr83	5095
Izumo1r	2320
Gm18789	550
Gm47214	621
Panx1	6030
Hephl1	5261
Gm22658	155
Vstm5	1991
Med17	4230
4931406C07Rik	10871
Taf1d	8949
Gm25500	123
Mir7650	59
Gm24455	131
Gm24299	71
Gm49349	67
Gm25791	137
Gm22620	133
Gm24357	74
Gm23455	100
Gm22579	133
Cep295	16238
Gm48142	545
Gm48141	712
Scarna9	70
Gm24339	76
Gm16568	1910
Gm34973	572
Gm2517	348
Gm48634	477
Smco4	1173
Deup1	3311
4930540M03Rik	437
Gm7642	1809
Gm5119	634
Slc36a4	6540
Gm48711	90
Mtnr1b	1835
Fat3	21478
Gm48726	2529
Gm5611	852
Gm2594	742
Gm48846	267
Gm48848	111
Gm4977	1262
Gm48849	480
Gm7680	1348
Gm48850	312
Gm48856	326
Gm44498	111
Gm7692	409
Chordc1	7498
Gm19178	1819
Naalad2	4749
Gm19174	956
Ubtfl1	4432
Gm5612	375
Mbd3l2	2168
Zfp558	3535
Gm22854	84
Mbd3l1	870
Muc16	26350
Gm25295	306
Gm24546	102
Olfr24	4393
Olfr828	1689
Olfr829	2604
Olfr830	3105
Olfr831-ps1	890
Olfr832	4435
Olfr833-ps1	913
Olfr834	939
Gm45814	775
Olfr835	2690
Olfr836	5080
Olfr837	3812
Olfr838-ps1	977
Olfr839-ps1	7759
Olfr840-ps1	917
AC119987.1	848
Olfr843	7509
Olfr844	1686
Olfr845	3572
Olfr846	4342
Gm7751	709
Olfr847	2385
Olfr848-ps1	930
Gm23048	129
Olfr849	6140
Olfr850	948
Olfr851	7123
Olfr852-ps1	226
Olfr853	3888
Olfr854	948
Olfr855	1812
Gm45730	395
Zfp317	4838
Olfr856-ps1	948
Gm7769	933
Olfr857	2306
Olfr858-ps1	930
Olfr58	2454
Olfr859	9598
Gm45699	1576
Olfr860	1842
Olfr861-ps1	928
Olfr862	2604
Olfr77	9649
Gm7808	387
Olfr863-ps1	929
Olfr864-ps1	930
Olfr865-ps1	85
Olfr866	1077
Gm44395	153
Gm26231	67
Olfr867	4617
Olfr868	4233
Olfr869	1783
Olfr870	4091
Gm25914	153
Gm26290	145
Olfr871	1147
Olfr872	1897
Gm25425	96
Olfr39	2028
Olfr873	5068
Olfr18	2907
Gm45815	146
Zfp560	5096
4921534A09Rik	2495
Gm29761	1939
Gm48729	213
Zfp26	14154
Gm48738	389
Zfp426	4888
Gm23316	114
Zfp266	7033
Gm46142	481
Zfp846	13778
Gm48069	1484
Fbxl12os	5239
Fbxl12	5090
Ubl5	3468
Pin1	3843
Olfm2	2665
Col5a3	6809
Gm26274	321
Rdh8	1405
AC170598.1	2094
Shfl	3417
Angptl6	1582
Ppan	4004
Gm24067	85
Gm23008	80
Gm50491	530
Eif3g	1984
Dnmt1	7377
Mir7081	75
S1pr2	7971
Mrpl4	2617
Icam1	4360
Gm47079	3485
Icam4	1110
Icam5	2947
Mir1900	78
Gm26592	1730
Zglp1	1088
Gm49373	1945
Gm38431	5042
Fdx2	1423
Raver1	3470
Mir7082	92
1700084C06Rik	750
Tyk2	6865
Cdc37	8194
Pde4a	7655
Gm16754	2611
Keap1	4693
S1pr5	2500
Gm48303	1894
Atg4d	7264
Kri1	4182
Cdkn2d	1574
Ap1m2	3140
Gm39302	636
Slc44a2	8677
Gm36198	416
Ilf3	10843
Gm16853	1986
Qtrt1	1973
Dnm2	5330
Mir199a-1	70
Tmed1	1519
AB124611	1447
Gm20519	359
Carm1	4852
Yipf2	2174
Timm29	3170
Gm7904	465
Mir1946b	133
Smarca4	6475
Gm27373	184
Gm26511	1895
Ldlr	9622
Spc24	2573
Kank2	5235
Dock6	8782
Mir7083	60
Angptl8	865
Gm47873	565
Rab3d	4196
Tmem205	2589
Ccdc159	2183
Plppr2	2750
Swsap1	1838
Epor	1989
Rgl3	3924
Ccdc151	2514
Prkcsh	4275
Elavl3	6890
Gm49318	727
Zfp653	4938
Gm16845	1509
Ecsit	2490
Gm6581	260
Cnn1	2736
Elof1	1702
Mir7084	70
6530413G14Rik	1897
Acp5	2030
Pigyl	777
Gm18227	1468
Rpl15-ps3	615
Zfp872	3036
1810064F22Rik	2753
Gm18228	1091
Zfp809	2960
Gm48478	2325
Zfp599	3574
Gm39307	1037
Zfp810	6133
Gm48627	1351
Gm18225	742
Gm10182	273
Gm6607	328
Anln	9063
Gm48646	1228
Gm48652	243
Rp9	3570
9530077C05Rik	4856
Gm17545	72
Bbs9	6243
Gm2976	513
Gm16165	795
Gm16164	468
Gm27639	85
Bmper	4833
Gm3011	582
Gm47638	378
Gm3028	1119
Gm47663	1137
Gm47668	266
Gm47670	260
Npsr1	3946
Gm47674	2969
Gm15600	856
Gm10701	906
Gm22380	95
Dpy19l1	6350
Gm47772	537
Dpy19l2	3442
Cypt4	629
Tbx20	11997
Gm29824	3285
Amd-ps6	1003
Gm48255	327
Gm18377	607
Gm23893	134
E130101E03Rik	1163
Gm48256	756
Gm10181	69
Gm10180	78
Herpud2	5857
Gm29642	921
Gm8031	626
Sept7	11631
Gm48272	674
Gm18891	1087
Gm8049	1782
Eepd1	2935
Gm25861	109
Gm25346	128
Gm48330	369
Gm48331	271
Gm48337	202
Gm26190	121
Gm48362	3205
Gm39312	2195
Gm19113	1828
Gm48373	284
Gm30313	597
Gm48393	1293
B3gat1	4960
Glb1l2	9043
Glb1l3	2618
Gm1110	3803
Gm5120	2414
Acad8	4143
Thyn1	2813
Vps26b	5099
Gm48673	3369
Ncapd3	7891
Jam3	3200
Gm48796	3539
Gm48801	457
Gm48803	651
Igsf9b	16686
Gm48858	351
Spata19	1458
Gm48901	374
Gm18585	556
Gm8106	523
Gm48902	590
Opcml	14519
Gm15606	764
Gm44316	97
Gm48091	1105
Ntm	8079
Gm15520	1203
Gm15521	835
Gm19640	464
Gm47677	290
Gm26435	107
Gm30933	381
Snx19	6725
Gm47714	418
Rps2-ps12	785
Gm47716	565
Gm31013	715
Gm47717	262
Adamts15	10363
Adamts8	4613
Gm29724	3658
Zbtb44	9341
Gm17508	681
St14	7637
Gm16071	793
Aplp2	5875
Gm7244	455
4930517E14Rik	2972
Prdm10	9259
Nfrkb	11277
Tmem45b	4724
Gm8162	665
5033425B01Rik	1303
4930434F21Rik	845
Gm31408	1455
Gm18226	521
Gm18820	916
Gm47436	740
Gm8171	720
Barx2	1968
Gm31497	638
Gm3756	1355
Gm47465	734
Tpi-rs4	720
Gm47481	474
Gm44453	126
Gm47496	485
Arhgap32	17179
Gm47536	231
Kcnj5	4685
Gm39317	1332
Kcnj1	3333
Fli1	3486
Gm22060	107
Gm38292	3045
Gm38346	2639
Gm27201	416
Gm37474	1814
Gm37082	1927
Gm47680	771
Gm27163	409
Ets1	8476
Gm27240	677
Gm3331	1017
Gm37167	396
Gm27162	2478
Gm37192	1348
Gm27166	1930
Gm32171	1043
Gm37758	629
Gm47775	684
Gm47777	425
Gm47778	975
Gm10698	604
Gm47784	124
Gm47785	1803
Gm25439	131
Gm27165	232
Gm27164	723
7630403G23Rik	1084
Gm27161	562
Gm47858	660
Kirrel3	6454
Gm38217	910
Kirrel3os	3799
Gm23702	130
St3gal4	2923
4930581F22Rik	5954
Dcps	1451
Gm24262	144
Tirap	4929
Gm39318	1118
Srpr	3364
Foxred1	4520
Fam118b	6122
Rpusd4	2647
4933422A05Rik	1356
Gm5614	318
Gm33838	786
2610105M22Rik	1153
Cdon	7715
Gm25630	162
Gm24188	108
Gm1113	2434
Ddx25	6934
Pus3	2972
Hyls1	5970
Pate2	4720
Gm6762	289
Gm10105	270
Pate4	1072
Pate3	1329
Pate1	1820
Pate10	351
Pate7	643
Gm27235	903
Pate6	1334
Gm36974	1071
Pate5	1135
Gm3428	2399
Pate13	1991
Gm27187	809
Gm48348	2440
Gm5916	1142
Gm3434	573
Gm48391	4397
Gm3867	2007
Gm48401	3835
Gm48407	215
Pate12	519
Pate11	306
Gm27160	199
Pate9	2348
Gm27218	392
Gm48431	269
Pate8	330
Gm49367	725
Pate14	2471
1700027I24Rik	696
Gm48443	3841
Acrv1	3647
Chek1	4635
Stt3a	8948
Gm26787	608
Ei24	4868
Gm27219	742
Fez1	4104
Pknox2	10335
Gm3896	4094
n-R5s82	109
Gm48716	733
Gm48717	1072
Gm25273	115
Tmem218	2619
Slc37a2	6643
Gm10177	444
Gm48081	652
Gm47633	567
Gm47640	2882
Gm18329	589
Ccdc15	5773
Gm47643	3236
Gm34885	4070
Gm47652	4663
Hepacam	3347
Robo4	5302
Robo3	6848
Gm47945	191
Msantd2	3273
Gm47963	2144
Esam	2867
Vsig2	1979
Nrgn	1453
Siae	10497
Spa17	1061
Tbrg1	3901
Panx3	3434
Gm8343	994
Tpt1-ps5	516
Olfr160	3492
Olfr151	1128
Olfr874	2632
Olfr875	2045
Olfr876	4507
Gm24764	199
Gm47005	235
Olfr877	2761
Olfr145	6796
Gm6796	243
Olfr878	4243
Olfr879-ps1	694
Olfr880-ps1	229
Olfr881	4237
Gm45701	235
Olfr882-ps1	450
Olfr883	930
Olfr884	3185
Olfr885	930
Olfr886-ps1	708
Olfr887	6574
Olfr888	2930
Olfr889	5682
Olfr890	5475
Olfr891	951
Gm17798	1035
Olfr892-ps1	932
Olfr893	2924
Olfr894	3234
Olfr143	3449
Olfr895	1558
Olfr896-ps1	2921
Olfr897-ps1	935
Olfr25	6830
Olfr898	4169
Olfr250	3969
Olfr251	4930
Olfr147	5356
Olfr901	2735
Olfr902	2113
Olfr1543-ps1	908
Olfr904	5197
Olfr905	4429
Olfr906	3775
Olfr907	1919
Gm23271	124
Olfr908	932
Olfr911-ps1	3576
Olfr910	1996
Olfr912	5726
Olfr913	2441
Olfr914	4948
Olfr915	933
Gm49385	572
Olfr916	3685
Gm47449	420
Olfr917	930
Gm47458	424
Olfr918	3806
Gm5010	260
Olfr919	2153
Vwa5a	4899
Olfr920	5711
Gm47347	114
Olfr921	4274
Gm19709	482
Olfr922	4109
Olfr923	2924
Olfr924	3431
Olfr26	931
Olfr925-ps1	780
Olfr926	1051
Olfr927-ps1	782
Olfr928-ps1	237
Olfr929-ps1	585
Olfr930	1384
Gm20953	2614
Olfr931-ps1	549
CT025680.1	375
Olfr933	4489
Olfr934	2473
Olfr935	1693
Olfr146	1745
Olfr936	937
Gm25529	92
Olfr937	2259
Gm8543	1130
Gm25032	84
Olfr938	1190
AC073947.1	766
Gm47085	649
Olfr941-ps1	935
Olfr27	1160
Olfr942-ps1	662
Olfr943	8314
Gm47100	150
Olfr944	1523
Olfr1537	4114
Olfr945	1864
Olfr946-ps1	341
Olfr947-ps1	2355
Olfr948	4164
Gm21041	823
Olfr949-ps1	949
Olfr950-ps1	878
Olfr951	1947
Olfr952	1056
Olfr953-ps1	892
Olfr954	3299
Olfr955	1684
Olfr956-ps1	867
Olfr44	3580
Olfr957	1726
Gm24278	127
Olfr958	3831
Olfr959	5650
AW551984	6082
Olfr148	2775
Olfr960	1457
Olfr961	3374
Olfr962-ps1	442
Olfr963	2203
Olfr964-ps1	914
Olfr149	2806
Olfr965	1843
Olfr966-ps1	577
Olfr150	1867
Olfr967	1210
Olfr968	4630
Olfr969	1597
Olfr970	1846
Gm47219	99
Olfr971	2027
Olfr972	1641
Olfr229	3125
Gm47229	249
Olfr974	3561
Olfr975	2848
Olfr976	3383
Olfr977-ps1	943
Olfr978	1790
Olfr979	3398
Olfr980	3050
Olfr981	8197
Gm18892	881
1700001J11Rik	2664
Olfr982	5576
Olfr983	6196
Olfr984	5323
Olfr985	1879
Tmem225	987
Olfr986	3487
Zfp202	3877
Scn3b	5461
Gm47266	630
Gramd1b	10452
1700110K17Rik	1028
Gm48129	383
Gm48127	573
Gm48114	3686
Gm5055	581
Gm17540	1528
Gm35177	623
Gm48277	1742
Gm48284	3079
Gm35371	579
Gm21915	402
Gm48288	538
Clmp	4591
Gm48294	358
Gm16095	253
Gm48293	710
Gm16096	834
Hspa8	4301
Snord14c	86
Snord14d	86
Snord14e	90
Gm48565	1705
Bsx	2960
Jhy	3343
Gm18586	518
Crtam	5131
Ubash3b	7326
Gm48611	2555
Gm35657	989
Gm6885	372
1700063D05Rik	1529
Gm48710	3310
Mir100hg	23898
Gm25401	106
Gm48742	2184
Gm48739	432
Gm49317	1598
Gm48736	256
Mir100	80
Mirlet7a-2	96
Gm48740	3246
Gm28119	298
Mir125b-1	77
Gm48737	2312
Gm8707	1078
Gm48784	2331
Gm35835	7226
AC160966.1	2317
Gm35940	7483
Gm48814	770
Gm40513	411
Sorl1	11321
Gm16214	1388
Gm39321	3605
4930546K05Rik	3977
Sc5d	4866
Gm36435	1178
Gm26272	132
Tecta	7411
Gm47629	1358
Tbcel	8483
Gm44311	69
Gm16322	767
Grik4	5962
Gm24420	59
Gm27509	79
Gm47931	570
Arhgef12	13620
Gm5831	1209
Tmem136	3578
Pou2f3	3088
Rpl26-ps6	434
Oaf	2629
D630033O11Rik	3746
Trim29	3473
Gm36799	2800
Gm47475	2718
Gm28215	346
Gm36855	2361
Gm29909	1019
Gm29961	982
Gm5364	889
Gm30015	4724
Gm47542	2323
Nectin1	6562
Gm23326	105
Gm30373	6037
Gm10688	520
E230034D01Rik	3488
Gm47345	2123
Gm39323	2942
Thy1	2995
Gm49380	2964
Gm39325	920
Usp2	4818
Rnf26	3641
Mfrp	4334
C1qtnf5	1589
Gm20444	648
Gm47327	262
Gm26737	2292
Gm10687	3233
Mcam	3350
Cbl	12345
5830462O15Rik	1655
Gm47255	487
Ccdc153	2036
Pdzd3	2194
Nlrx1	5750
Gm10686	3247
Abcg4	5211
Gm48604	2420
Hinfp	8303
C2cd2l	5836
Dpagt1	3425
Gm48853	217
H2ax	1384
Gm44335	141
Hmbs	3909
Vps11	4940
Gm22141	277
Gm10080	438
9430081H08Rik	818
Hyou1	7230
Gm26306	119
Slc37a4	2857
Mir7085	66
Trappc4	2444
Rps25	2691
Ccdc84	4156
Gm47186	589
Foxr1	2290
Upk2	1083
Gm9830	357
C030014I23Rik	3313
Gm22540	117
Gm47204	1832
Gm47205	2290
Bcl9l	7998
Cxcr5	3332
Gm47230	5045
Gm47231	993
Gm47232	866
Ddx6	8035
Gm30671	318
E030022I16Rik	2766
Gm47234	909
Gm47238	404
Gm3953	789
BC049987	1454
Treh	2048
Phldb1	7179
Gm47239	704
Gm24166	135
Arcn1	14915
Gm48562	748
Ift46	6416
Tmem25	3212
Gm48702	801
Ttc36	918
Kmt2a	16670
Gm48314	2739
Gm39326	2354
Gm26249	118
Atp5l	6443
Gm30934	815
Ube4a	8639
Gm19121	1022
Cd3g	3269
Cd3d	1815
Cd3e	4080
Gm48719	361
Gm48720	1206
Mpzl2	6968
Gm48840	3921
Mpzl3	6987
Jaml	3108
Gm10684	2300
Gm47596	834
Scn2b	4656
Scn4b	4982
Gm39327	1982
Tmprss4	2589
Gm17099	412
BC049352	2404
Il10ra	3498
Gm20612	236
Mir7086	65
Gm47964	210
Lncbate3	706
Tmprss13	3245
Fxyd6	4107
Fxyd2	4005
Gm48135	618
4833428L15Rik	1812
Dscaml1	8909
Gm22069	107
Cep164	9996
2610028D06Rik	1713
Gm7286	1007
Bace1	6348
Gm16536	1589
Gm49338	2079
Rnf214	5939
Gm24646	99
Pcsk7	5202
Tagln	1988
Gm48529	2536
Sidt2	5146
Mir7087	70
A830035O19Rik	1898
Pafah1b2	8266
Sik3	9318
Apoa1	1236
Apoc3	1014
Gm47528	2192
Apoa4	1815
Gm10680	702
Apoa5	2522
Gm47544	524
Zpr1	3583
Bud13	4315
4931429L15Rik	2125
Gm39329	798
4930448E22Rik	3135
Gm31374	1210
Gm47141	1002
Gm47144	721
Gm31432	594
Gm22659	130
Gm48945	3869
Gm22805	107
Gm31557	1229
Gm8863	926
Gm31614	3231
2900052N01Rik	3235
Gm47153	568
Gm4791	1021
Gm31698	1279
Gm31816	2797
Gm47160	1870
Gm47161	4879
Gm22286	107
Cadm1	11798
Gm47198	2235
Gm47197	2947
Gm47213	282
Gm47215	2837
Gm47236	446
A730065G17Rik	3335
Gm40518	4321
Nxpe4	5911
Nxpe2	4102
Nxpe1-ps	1806
Gm5616	384
Rexo2	3385
Rbm7	4941
Gm5617	531
Gm23653	97
Nnmt	1576
Zbtb16	5283
Gm32335	2948
Htr3a	2083
Htr3b	2411
Usp28	5832
Cldn25-ps	693
1700042D02Rik	389
Zw10	3827
Tmprss5	3058
Gm4894	2294
Drd2	2547
Ankk1	2948
Ttc12	4545
Ncam1	8664
Gm11149	3198
Gm25633	107
Gm47543	824
Gm8907	1003
Gm4042	637
2310003N18Rik	458
Gm39336	260
Rpl10-ps3	768
Plet1os	1245
Plet1	1947
Pts	6101
Gm47077	524
Bco2	2118
Il18	1031
Tex12	1016
Sdhd	1231
Timm8b	518
Nkapd1	5321
Pih1d2	2813
Dlat	4886
Dixdc1	9971
2310030G06Rik	1979
Hspb2	834
Cryab	1479
1110032A03Rik	5293
Fdxacb1	3256
Alg9	3889
Ppp2r1b	6449
Gm25558	106
Sik2	9539
Layn	2409
Btg4	2556
4833427G06Rik	973
Mir34c	77
Mir34b	84
Gm32742	8516
Pou2af1	2549
Gm47828	1248
Colca2	1278
2010007H06Rik	4934
1810046K07Rik	1497
Gm47854	3549
Gm7293	1007
Gm8959	571
Arhgap20	12685
Arhgap20os	2647
Gm6980	1003
4933407I05Rik	2462
Fdx1	3104
Gm6981	1008
Rdx	4732
Gm27686	91
Zc3h12c	6845
Mir6244	117
Gm25562	133
Gm47957	636
Gm47960	991
Gm33125	1813
Gm49389	517
AI593442	5823
Gm1715	1018
Gm22242	118
Gm47981	229
Ddx10	3128
Gm47986	492
4930510E17Rik	1639
Exph5	10519
Poglut3	3642
Mir130c	82
4930550C14Rik	3539
Atm	10338
Npat	6248
Acat1	3758
Cul5	8165
Gm22304	129
Gm16124	516
Rab39	2971
Rps6-ps3	750
Gm48292	551
Slc35f2	2716
Sln	1318
Gm16380	478
Elmod1	4434
Tnfaip8l3	4585
Gm48346	3200
Gm48345	169
Cyp19a1	4522
Gldnos	841
Gldn	4658
Dmxl2	13285
Sh2d7	3045
Gm25980	218
Cib2	1433
Idh3a	5072
Acsbg1	3604
Gm7368	367
Dnaja4	3589
Mir5710	69
Wdr61	4669
Crabp1	802
Rab7-ps1	622
Ireb2	9479
Hykk	8936
AY074887	769
Psma4	2370
Chrna5	3126
Chrna3	5265
Chrnb4	3723
Gm47877	811
Gm47886	435
Gm47887	1295
Gm7395	1045
Ube2q2	4305
Fbxo22	2394
Nrg4	6075
Gm15625	1093
Tmem266	4714
Etfa	1835
Gm5917	721
Isl2	2193
Gm17226	791
Scaper	5428
Gm23407	91
Gm7435	2892
4930563M21Rik	1924
Gm7439	835
Gm7444	2428
Rcn2	4745
Pstpip1	3830
Tspan3	4274
Peak1	12351
Gm24270	57
Gm29322	582
Peak1os	1264
Gm37842	1569
Gm36940	2036
Hmg20a	9314
Gm47175	1837
Gm47176	328
Gm47178	342
Gm26868	2655
Lingo1	4715
Gm47235	2300
Odf3l1	1306
Cspg4	11931
Gm47237	1536
Snx33	4571
4930442G15Rik	1000
Gm19936	838
Imp3	924
Snupn	1391
Ptpn9	4657
Gm10658	1466
Sin3a	5385
Man2c1os	2157
Man2c1	7052
Neil1	1871
Commd4	2683
1700041C23Rik	395
Trcg1	2701
1700017B05Rik	5235
Gm18996	755
Gm5121	627
Ppcdc	5803
Scamp5	3707
D9Wsu149	594
Gm18103	779
Gm6166	409
Rpp25	1423
Cox5a	2101
Gm26631	2505
Fam219b	3087
Mpi	3142
Scamp2	3238
Ulk3	4157
Cplx3	2953
Lman1l	1685
Csk	3737
Cyp1a2	2013
Cyp1a1	2787
Edc3	5804
Clk3	8450
Gm17231	1106
Arid3b	7976
Ubl7	2402
Sema7a	3298
Gm17322	2169
Cyp11a1	4804
Ccdc33	5342
Gm16130	2799
Stra6	5829
Gm16131	659
Islr	2686
Gm47174	148
Islr2	5921
1600029O15Rik	1809
Pml	5571
Mir6385	105
Stoml1	3093
Loxl1	3297
Tbc1d21	1332
1700072B07Rik	445
4930461G14Rik	843
Insyn1	2331
Cd276	3658
Gm10657	1031
Nptn	6168
Rec114	1277
Gm20620	168
Hcn4	6118
Neo1	8716
Gm47271	531
Gm7589	534
Gm33053	1144
Adpgk	9609
Bbs4	6039
Arih1	7707
Rps11-ps1	475
Gm33180	1480
Tmem202	1704
Hexa	1996
Celf6	3621
Parp6	7763
Pkm	5001
Gm49759	3887
Gramd2	6138
Senp8	3965
Myo9a	13034
Gm7613	487
Gm20275	1387
Gm2735	277
Gm48805	414
Nr2e3	3369
Gm7616	624
Gm15507	1246
Thsd4	13986
Gm23668	111
2010001M07Rik	364
Gm47676	1965
Gm22099	123
9230112J17Rik	2448
Gm49334	488
Gm47740	595
Gm17853	1349
Lrrc49	6310
Larp6	2440
1700036A12Rik	1828
Uaca	5807
Gm9869	680
Gm47923	2201
Gm5122	1831
Gm33699	3468
Gm39348	960
Gm34004	3030
Gm33914	2150
4933433G08Rik	1845
I730028E13Rik	1959
Gm34105	571
B930092H01Rik	2678
Gm10655	1397
Tle3	11653
Gm34322	719
Gm47240	396
Gm34424	1652
Gm47241	359
Gm19208	912
Rplp1	499
Kif23	7901
Paqr5	3954
Gm23221	93
Glce	6828
Mir5133	77
Gm47262	403
A730043L09Rik	1205
Gm25603	105
Spesp1	3042
Gm35288	2731
Anp32a	3166
Coro2b	5919
n-R5s84	109
Itga11	5131
Gm7653	508
Fem1b	6785
Cln6	2434
Gm10653	1347
Gm47274	397
Calml4	3642
Pias1	6830
Gm24526	158
Gm48193	248
Gm6082	454
Gm25064	107
Skor1	3796
Map2k5	3240
2300009A05Rik	2000
Gm16759	6107
Iqch	6914
Gm25995	142
Gm6257	910
Aagab	5681
Smad3	5542
Gm2553	605
Gm18541	538
Gm36033	938
Smad6	3205
1700055C04Rik	355
Gm25606	95
Scarletltr	305
Lctl	2604
Zwilch	4283
Rpl4	2007
Gm23344	68
Snord16a	99
Gm22571	70
Gm23136	99
Gm22455	71
Snapc5	1228
Map2k1	3391
Gm24106	127
Gm48855	2457
Uchl4	1162
Tipin	1869
Gm24289	135
Dis3l	5458
Megf11	11181
Rab11a	2992
Gm47308	107
Dennd4a	16643
Gm24347	142
Slc24a1	5213
Ints14	3277
Gm25640	125
Hacd3	2709
Dpp8	13707
Gm47350	597
Igdcc4	9481
Igdcc3	3604
Parp16	3886
Gm25313	116
Rnu5g	116
Cilp	4252
Clpx	3494
Gm16218	388
Gm39363	723
Gm19219	724
Gm47192	187
Pdcd7	2498
Ubap1l	2362
Gm17875	941
Kbtbd13	2969
Rasl12	6568
Slc51b	709
Mtfmt	3655
Gm47270	791
Spg21	3567
Ankdd1a	2616
Gm17749	690
Plekho2	5547
Pif1	4388
Rbpms2	2506
Oaz2	2990
